timestamp,value,sensor_id,sensor_title,sensor_type,unit,box_id
2026-04-06T10:19:28.388Z,31.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T10:20:28.566Z,32.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T10:25:34.534Z,32.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T10:26:32.061Z,32.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T10:27:27.178Z,31.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T10:28:27.192Z,30.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T10:29:27.350Z,31.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T10:59:55.006Z,31.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:02:19.579Z,30.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:03:19.647Z,30.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:04:19.762Z,30.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:05:24.580Z,30.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:07:36.470Z,30.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:08:36.499Z,31.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:09:36.512Z,30.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:10:36.620Z,28.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:11:36.639Z,29.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:14:45.732Z,28.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:15:55.060Z,29.0,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:16:45.854Z,28.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:17:45.967Z,28.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:20:14.447Z,28.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:21:14.432Z,29.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:22:14.540Z,29.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:23:14.600Z,29.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:24:14.618Z,29.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:25:18.161Z,28.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:26:14.774Z,28.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:27:14.888Z,27.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:28:15.019Z,27.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:29:15.104Z,28.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:30:21.805Z,28.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:31:15.281Z,27.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:32:15.292Z,27.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:33:15.378Z,27.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:34:15.507Z,26.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:35:22.259Z,27.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:36:24.453Z,27.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:37:15.755Z,28.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:38:15.842Z,28.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:39:15.937Z,27.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:40:16.055Z,27.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:41:16.163Z,28.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:42:16.240Z,28.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:43:16.341Z,28.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:44:21.789Z,28.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:45:23.567Z,28.6,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:46:31.093Z,29.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:47:16.628Z,28.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:48:16.689Z,28.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:49:16.785Z,28.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:50:16.866Z,27.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:51:16.946Z,28.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:52:17.046Z,29.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:53:17.067Z,29.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:54:17.178Z,30.0,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:55:23.243Z,29.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:56:17.380Z,29.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:57:17.413Z,29.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:58:17.435Z,29.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T11:59:17.491Z,29.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:06:36.001Z,30.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:07:36.120Z,29.6,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:08:42.006Z,30.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:09:36.177Z,29.6,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:10:36.244Z,30.6,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:11:39.673Z,29.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:12:36.372Z,29.6,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:21:48.293Z,29.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:24:37.438Z,31.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:25:35.849Z,30.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:26:35.711Z,30.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:27:32.159Z,29.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:28:32.017Z,30.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:29:38.324Z,30.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:30:35.152Z,30.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:31:29.097Z,30.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:32:32.044Z,30.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:33:29.390Z,31.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:34:29.568Z,29.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:35:36.063Z,30.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:36:30.247Z,30.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:37:29.872Z,30.5,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:38:29.952Z,30.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:39:30.353Z,31.1,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:40:30.180Z,31.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:41:30.220Z,31.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:42:30.346Z,30.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:43:30.375Z,32.3,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:44:30.398Z,31.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:45:38.122Z,30.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:46:30.579Z,29.7,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:47:30.581Z,30.4,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:48:30.726Z,29.9,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:49:30.807Z,30.2,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
2026-04-06T13:50:30.877Z,30.8,69d0277891c0af000745122a,Humidity,,%,p810vjrlrsb1xfppeydiv778
